1.0,0.0,3010.154498832225,0.0
2.0,1.9925730745576642,2907.164115779632,19.925730745576644
3.0,3.940489813880165,2872.61707431864,39.40489813880164
4.0,5.821552756234841,2827.334121944721,58.215527562348406
5.0,7.61581883818897,2772.1580571007853,76.1581883818897
6.0,9.405950134373485,2737.131489102684,94.05950134373485
7.0,11.030624804000857,2673.0880775028745,110.30624804000858
8.0,12.59007024598806,2613.3388667743784,125.90070245988059
9.0,14.182068313710428,2574.0453989384428,141.82068313710425
10.0,15.661173428474035,2524.929182746203,156.61173428474035
11.0,17.262865394710825,2503.11548223307,172.6286539471083
12.0,18.43964903882629,2429.004677932663,184.3964903882629
13.0,20.00464529677804,2413.893865811217,200.0464529677804
14.0,21.13156475192131,2352.1057073869333,211.3156475192131
15.0,22.369941690986153,2310.495406083284,223.69941690986153
16.0,23.97193812931713,2309.2967064575505,239.71938129317132
17.0,25.217491159080403,2275.878577107006,252.174911590804
18.0,26.785196398010942,2273.590494254693,267.85196398010936
19.0,27.447545094052106,2198.853334756841,274.47545094052106
20.0,28.728176278438546,2178.8053693278916,287.2817627843855
21.0,29.49917943901639,2123.94091960918,294.99179439016393
22.0,30.90362298125804,2117.6339747633483,309.0362298125804
23.0,31.324350079052195,2047.4734278944115,313.243500790522
24.0,32.48695803313406,2029.728638852767,324.8695803313406
25.0,33.85848158284797,2025.8658147070705,338.58481582847975
26.0,34.79595623253879,1997.287887747727,347.95956232538794
27.0,35.66780146310419,1967.2164345419776,356.67801463104195
28.0,36.48689084056229,1936.5079472046575,364.8689084056228
29.0,37.10409935084468,1897.6096525146274,371.0409935084467
30.0,38.275562599825776,1888.7010372534717,382.75562599825776
31.0,38.61712572295064,1840.7496594606475,386.17125722950647
32.0,39.81106069859664,1835.161475428858,398.1106069859664
33.0,40.61916754449945,1812.6303516732876,406.1916754449944
34.0,41.620758645740736,1799.7825026506675,416.2075864574074
35.0,42.220234471871244,1770.7663046143643,422.20234471871237
36.0,43.21001181193292,1759.2647666286978,432.1001181193293
37.0,43.91413769739698,1737.0481133637027,439.1413769739697
38.0,45.013682984408874,1731.2019158598332,450.1368298440887
39.0,45.5829706737029,1705.762744684356,455.829706737029
40.0,46.016035813347834,1676.635561301725,460.1603581334784
41.0,46.24581832529755,1641.7265505480632,462.4581832529755
42.0,47.423250857913295,1641.3071455458282,474.23250857913285
43.0,48.56068666692321,1639.5012784213595,485.60686666923203
44.0,48.963380014768084,1613.514173975032,489.6338001476808
45.0,50.07194329837233,1611.4061752385276,500.7194329837233
46.0,50.058665851803504,1574.0669373400438,500.5866585180351
47.0,51.05559913048124,1569.404721097836,510.5559913048123
48.0,51.668536298214185,1553.354080625035,516.6853629821419
49.0,52.27139678893216,1537.6502555410877,522.7139678893216
50.0,52.71313379707079,1517.9230977074872,527.1313379707079
51.0,53.39598367180086,1505.7667395447845,533.9598367180087
52.0,53.31052890365076,1472.8340240243904,533.1052890365074
